Wall time,Step,Value
1579532601.3481297,1206400,-0.4973880350589752
1579532601.3486624,1206400,-0.4900514781475067
1579532601.3487434,1206400,-0.49026086926460266
1579532601.9070795,1208000,-567.59716796875
1579532601.9073243,1208000,-571.15625
1579532603.5443664,1212800,-129.42877197265625
1579532604.6603584,1216000,-268.7804260253906
1579532605.2141101,1217600,-272.6661682128906
1579532605.21453,1217600,-272.7474365234375
1579532606.310423,1220800,-1014.9478759765625
1579532606.8692324,1222400,-942.904296875
1579532607.448101,1224000,-132.0643768310547
1579532607.998288,1225600,-815.1519165039062
1579532607.998466,1225600,-405.2670593261719
1579532608.5565279,1227200,-589.8362426757812
1579532608.556759,1227200,-595.9182739257812
1579532608.556968,1227200,-591.8297119140625
1579532609.684202,1230400,-1493.1063232421875
1579532609.68444,1230400,-1493.1063232421875
1579532609.6846564,1230400,-1493.1063232421875
1579532611.36571,1235200,-1.1139103174209595
1579532611.9188325,1236800,-0.2811385989189148
1579532612.4686463,1238400,-1494.6468505859375
1579532613.583332,1241600,-1.6673142910003662
1579532614.137477,1243200,-128.54515075683594
1579532614.1375701,1243200,-128.5250244140625
1579532614.1377478,1243200,-128.72242736816406
1579532614.6791077,1244800,-268.801513671875
1579532615.7709942,1248000,-1483.678466796875
1579532615.7714496,1248000,-1483.678466796875
1579532616.3201227,1249600,-1494.0037841796875
1579532616.8741765,1251200,-267.261474609375
1579532617.438833,1252800,-561.7366333007812
1579532619.6288536,1259200,-1.2161108255386353
1579532621.2690983,1264000,-551.1957397460938
1579532621.269574,1264000,-551.6438598632812
1579532621.2696745,1264000,-551.724853515625
1579532621.8093626,1265600,-1500.08544921875
1579532622.9368777,1268800,-415.9541931152344
1579532624.0623808,1272000,-277.3366394042969
1579532624.6346686,1273600,-430.7166748046875
1579532625.186963,1275200,-133.21002197265625
1579532625.7659488,1276800,-959.0686645507812
1579532627.4433572,1281600,-131.5876922607422
1579532630.7946439,1291200,-271.1921691894531
1579532631.336387,1292800,-268.72625732421875
1579532632.4733388,1296000,-127.85968780517578
1579532633.0387106,1297600,-746.3346557617188
1579532633.6072001,1299200,-700.9644775390625
1579532634.1518557,1300800,-136.40431213378906
1579532634.152237,1300800,-275.90570068359375
1579532634.706071,1302400,-408.32086181640625
1579532635.8329182,1305600,-131.0077667236328
1579532635.8330195,1305600,-131.12071228027344
1579532635.8331091,1305600,-130.87872314453125
1579532636.3880208,1307200,-1002.0867919921875
